userId,id,rating
15,20537,1.5
15,529646,1
15,604031,1.5
15,445014,4
15,761851,1
15,482034,2.5
15,970348,4.5
15,29538,2
16,449562,4.5
16,318279,3
16,335795,4.5
16,274857,2
16,317463,2
16,71880,1.5
16,643866,4
17,866413,2.5
17,676211,4.5
17,542,3.5
17,574546,5
17,970943,2.5
17,40016,2
17,127144,1
18,1092024,2.5
18,244786,0.5
18,266335,1
18,454886,1
18,16139,5
18,329440,3.5
18,878664,4
18,328220,2
18,15370,1
18,41201,5
18,427800,2
18,418693,3
18,530838,3
19,1151086,3.5
19,1138491,3.5
19,606603,5
19,62655,5
19,13183,4
19,312221,3.5
19,20829,1
19,897865,2
19,46146,0.5
19,216173,1.5
19,77943,5
19,295588,1.5
19,877513,1.5
19,437517,2
19,9701,1
19,658890,4
19,926899,1.5
19,13475,2
20,509941,1
20,205587,3.5
20,484641,5
20,77175,3
20,451964,2
20,45094,2.5
20,7485,4
20,992277,1.5
20,852266,4
20,216015,2
20,706249,4
20,239840,4.5
20,341689,2.5
20,400408,3.5
20,80211,4.5
20,1380632,2
20,513409,4.5
20,312831,5
20,760747,2
21,33563,1
21,535581,5
21,382190,1
21,916435,4.5
21,675,3.5
21,850018,4.5
21,378108,4
21,874194,2
21,668461,3
21,614625,3.5
21,392001,5
21,76600,1.5
21,172263,4
21,396422,0.5
21,80304,1
21,278878,1.5
21,947256,5
21,5822,4
21,588175,2.5
21,45361,3.5
22,374617,5
22,627,2.5
22,160939,1
22,511008,2.5
22,481084,1.5
23,10263,5
23,355008,4
23,758046,2.5
23,703282,5
23,9319,4
23,111174,0.5
23,44725,4
23,492611,2
23,27569,3
23,68028,4.5
23,688301,4.5
23,962288,1
23,541572,2
23,330459,4
24,1041446,1.5
24,689712,3
24,681019,2
24,1070810,2
24,496151,4.5
24,270851,2.5
25,505063,0.5
25,478160,1.5
25,836676,4.5
25,258928,0.5
25,482047,0.5
25,173301,0.5
25,343668,3
25,271718,2
25,420831,4.5
25,530154,3
25,763261,2.5
26,219108,3
26,83589,4
26,502220,3.5
26,536743,1
26,594689,5
26,490321,4.5
26,406997,2
26,353732,2
26,753342,2
26,159012,4
26,791543,1
26,18111,3
26,83770,2
26,221737,4
26,9821,0.5
26,343070,3.5
26,449563,1.5
26,667869,1.5
27,323517,4
27,681321,1
27,210736,2.5
27,72670,4.5
28,471859,4.5
28,197276,2
28,301875,4.5
28,606278,3
28,517991,3.5
28,26722,4
28,431361,3.5
28,598058,4
28,604165,4
28,366506,1
29,291863,2.5
29,42291,0.5
29,38684,0.5
29,11559,1.5
29,351067,2
29,636959,0.5
29,15912,2.5
29,888498,1
29,381436,3.5
29,30018,0.5
30,76487,4
30,1153745,3
30,11024,5
31,428862,5
31,330115,4
31,6691,3.5
31,7978,5
31,926393,3
31,54415,0.5
31,394117,2
31,1163871,4
31,406563,1.5
31,16668,2
31,779177,5
31,555285,0.5
31,10386,4
31,89351,5
31,373072,4
31,653569,1
32,946057,4
32,522627,2.5
32,40123,4
32,390319,1
32,37571,2.5
32,838330,5
32,630027,3
32,795813,5
32,760868,4.5
32,290250,2.5
32,437078,4
32,11344,3.5
32,13851,4.5
32,273310,4
32,182972,0.5
32,77449,1
32,776528,3.5
33,82682,2.5
33,414770,1.5
33,9334,4
33,634120,3.5
33,292795,3
33,647250,2.5
33,15384,1
33,977559,2.5
34,598826,3
34,614934,5
34,80717,5
34,49051,1.5
34,305829,2.5
34,522016,0.5
34,319067,0.5
34,44564,3.5
34,881152,3.5
34,514439,1
34,7859,2
34,126889,1
34,742709,3.5
34,454983,5
34,543661,1
35,117789,3.5
35,850018,5
35,715133,1.5
35,811634,2.5
35,48411,3.5
35,269955,3
35,166424,3
35,515001,2.5
35,567681,4.5
35,77616,5
35,801557,1.5
35,768951,4
35,989799,4
35,874193,1
35,84340,4.5
35,776305,3.5
35,534338,2.5
35,334074,3
35,489932,4.5
36,7516,1.5
36,21910,0.5
36,77016,3
36,609681,3
37,533165,3
37,53103,1
37,336149,1.5
38,653218,1.5
38,437543,0.5
38,662072,2
38,570670,4.5
38,655154,3.5
38,812018,3
38,457761,4
38,593910,1
38,460910,2
38,71880,4
39,681260,1
39,10634,4.5
39,290773,0.5
39,165,2.5
39,876825,3
39,17501,4.5
39,1717,2
39,5761,4
40,606856,3
40,517517,5
40,883083,0.5
40,1092838,5
40,13966,2
40,815262,4
40,59962,2
40,587813,3.5
41,448194,1
41,42297,4
41,552703,0.5
41,62414,1.5
41,332210,5
41,1054624,4
41,496,5
41,76338,5
41,357424,3
41,515353,2
41,1977,3.5
41,112162,2.5
41,211166,4.5
41,146198,4
41,715123,2.5
41,35908,3
42,102622,3
42,421281,4
42,376523,3.5
43,554371,1.5
43,744594,1.5
43,14845,1
44,425931,3.5
44,383788,4.5
44,406781,2
44,457243,0.5
44,594689,4
44,468210,4.5
44,795615,0.5
44,44896,0.5
44,495510,1.5
44,1068903,2.5
44,26431,2
44,719643,5
44,547460,4
44,727114,3
44,68730,2
44,285,1
44,773394,0.5
45,54511,1
45,49013,4.5
45,252674,5
45,9487,0.5
45,146223,4
45,508791,2.5
45,662072,2.5
45,14784,2
45,881164,2
45,8141,5
45,396373,1
45,594937,0.5
45,566232,5
45,356842,4.5
45,954563,1.5
45,371645,0.5
45,554318,0.5
45,515996,0.5
46,629490,2
46,98566,0.5
46,703781,1.5
46,927236,3.5
46,694919,3.5
46,880844,3.5
46,531219,3
46,451204,2.5
46,477331,2
46,1056737,4
46,62837,3
46,77943,1
46,59210,4.5
46,971188,0.5
46,355383,4
46,377250,4
46,9910,4.5
46,871,1.5
46,158916,1
47,568853,3
47,290512,1.5
47,801591,5
47,1055854,4
47,493922,4
47,396810,3.5
47,584962,0.5
47,417384,3
47,123945,0.5
47,537699,2.5
47,57695,4.5
47,1058689,1
47,394351,1
47,570670,4
47,578908,4
47,806,3.5
47,54694,0.5
47,14326,1.5
48,413857,2
48,512690,1
48,639798,1
48,329556,5
48,140176,2
48,256445,4.5
48,15440,2.5
48,5471,2.5
48,650788,2.5
48,288581,4.5
48,630027,1
48,473033,5
49,269644,1.5
49,49849,1.5
49,560050,1.5
49,423575,3.5
49,210639,0.5
49,1339777,2
49,294422,3
49,310,2
49,447685,5
49,641023,4
49,756225,4
49,899209,1.5
49,664236,2.5
49,10528,5
49,345317,1
49,565932,4
49,45881,2.5
49,1086139,5
49,582014,3
49,13689,1.5
50,13223,4.5
50,17654,3.5
50,1025840,3.5
50,82525,2
50,104329,2
50,485903,5
50,515195,2.5
50,342165,4.5
50,34759,1.5
50,516329,4.5
50,1139597,3
51,11327,3.5
51,529962,4
51,440,4.5
51,493101,0.5
51,1028552,2
51,487369,1
51,50081,2.5
51,628534,3.5
51,62489,3.5
52,300792,3.5
52,955950,3.5
52,992642,1
52,273773,3
52,283150,1
52,443670,4
52,420426,4.5
52,551808,1.5
52,397403,0.5
52,507498,4
52,1257,4.5
52,451204,2
52,558655,3.5
52,569094,1.5
52,288581,5
52,779184,2
52,2267,1.5
53,254474,1
53,457312,1
53,78,1
53,390410,3
53,339356,1.5
53,304372,2.5
53,456483,0.5
53,91319,0.5
53,489988,5
54,396774,2
54,451955,2
54,292108,3
54,412656,0.5
54,8338,0.5
54,376453,1
54,807607,2.5
54,262712,2.5
54,628098,2
54,210719,1.5
55,21784,2.5
55,98162,2
55,793269,2.5
55,20083,1
55,506403,0.5
55,582662,4
55,522402,2
55,2082,0.5
55,570465,5
55,42302,3
55,230619,2.5
55,552688,0.5
55,777411,4.5
55,1058696,1.5
55,623195,3
55,871434,2.5
55,230168,1.5
55,2503,4
56,311819,5
56,448776,2.5
56,1142836,0.5
56,7979,1.5
57,492561,1
57,533972,1.5
57,1088853,2.5
58,210911,2.5
58,139715,1
58,10541,3
58,388,0.5
58,370172,0.5
58,517770,1
58,829448,1.5
58,554022,1.5
58,938008,1
58,457593,1
58,49444,0.5
58,298096,4.5
59,298653,4
59,79931,2
59,1127346,3.5
59,641062,5
59,460071,1.5
59,620705,3
59,385805,1.5
59,495764,2
59,14728,1
59,595586,4.5
59,443319,3
59,64288,1.5
59,46528,1
59,351067,1.5
59,525645,3
59,678958,4
59,48996,5
59,240566,4
59,175555,3.5
60,204634,4
60,378858,2
60,356300,4.5
60,421227,0.5
60,281955,4
60,1142361,1.5
60,190859,1
60,639445,3
60,577826,3.5
61,289222,1.5
61,656690,1
61,83890,4
61,1098155,0.5
61,101299,3.5
61,1381672,0.5
61,899112,1
61,443670,2.5
61,878761,3
61,8374,3.5
61,38322,4.5
61,4959,5
61,144,1.5
61,733324,0.5
61,32013,3.5
61,797594,1
61,49444,1
62,250546,1.5
62,735129,5
62,1197283,3.5
62,340881,2
62,80379,5
62,844417,4
62,406112,0.5
62,451,1.5
62,602269,2
62,399402,3
62,14024,4.5
62,586577,0.5
62,5176,0.5
62,38317,3
62,52249,4.5
62,851281,2.5
63,611207,3.5
63,825,5
63,534235,3.5
63,186919,3
63,500705,1.5
63,402339,5
63,338261,2
63,352179,3
63,324578,1.5
63,155782,4.5
63,417261,1
63,1992,1
64,10386,5
64,23830,4.5
64,508947,1
64,116109,5
64,636276,1.5
64,149297,4.5
64,771220,2
64,6957,2.5
64,554863,0.5
64,17025,2.5
64,548066,0.5
64,205775,4.5
64,728204,2.5
64,915867,0.5
65,55725,1
65,477510,3
65,50204,3.5
65,36657,2
65,54507,3.5
65,883335,4
65,1102192,0.5
65,228066,3.5
65,365942,5
65,68817,2.5
65,272469,0.5
65,89524,1
66,13809,4
66,544003,1
66,468213,3
66,524348,3.5
66,475557,3
66,30061,4
66,77787,3
66,50546,4.5
66,1028555,4.5
66,437067,2
66,823657,3.5
66,876716,3
66,249688,5
67,128962,5
67,533444,4.5
67,324852,3
68,152,2.5
68,2325,4.5
68,36557,3.5
68,283587,5
68,800164,2
68,57403,4
68,53101,1
68,64586,1
68,449060,2
68,459674,5
68,13155,3.5
68,745376,1
68,454227,2
68,388374,5
68,230058,4
68,379170,5
68,468817,2.5
69,77957,1
69,540158,2.5
69,524006,1.5
69,675,2.5
69,306622,1
69,708510,3
69,755339,3.5
69,927081,4.5
69,171372,1.5
69,430743,4.5
69,26334,2
69,549541,4.5
69,796442,5
69,840146,4
69,417200,3.5
70,606081,1.5
70,308762,4.5
70,282440,3.5
70,360924,3
70,10183,1
70,77931,1
70,332718,2.5
70,282659,2
70,1017619,3.5
70,17731,1.5
70,432602,1.5
70,116088,4.5
70,476788,4.5
70,425245,2
70,540901,3
70,325113,5
71,1203854,0.5
71,458253,2.5
71,72972,2
71,515996,1
71,168672,0.5
71,204240,0.5
71,13042,2
71,781044,0.5
71,759054,1
71,597219,0.5
71,604605,1
72,898715,2
72,11523,3
72,685169,3
72,11386,3.5
72,127380,2
72,17473,4.5
72,536115,3
72,206487,2.5
72,677179,3
73,7342,2
73,901385,5
73,11459,3
73,497809,2.5
73,14191,5
73,1389989,1
73,566556,2
73,74864,3.5
73,611213,2
73,940417,4.5
73,10201,3.5
73,32985,1
73,15356,5
73,506951,3
73,713703,1
73,74777,1
73,426249,4
73,459202,2.5
73,425336,4.5
73,942894,1
74,649974,5
74,517909,2.5
74,297637,0.5
75,776303,3
75,41654,0.5
75,652504,3.5
75,413857,0.5
75,14351,1
76,143193,5
76,7131,2
76,43552,3
76,533741,1
76,401981,3.5
76,269711,3.5
76,777411,2
76,85985,4
76,295144,3.5
76,370663,2.5
76,81,0.5
76,957492,2
76,53778,1.5
76,899209,4
77,149297,2.5
77,512584,3
77,188281,3
77,295434,3.5
77,567748,4
77,664,2.5
77,440,2
77,1028546,1.5
77,12818,4.5
77,1950,2
77,204611,1.5
77,505444,3
77,701080,1
77,256625,2.5
77,14756,1.5
77,649409,5
77,514439,3
77,397538,3
78,421044,1
78,898713,0.5
78,849177,2.5
78,419176,4
78,493001,2.5
78,446884,5
78,429197,2
78,163,0.5
78,9425,0.5
78,91260,2.5
78,606870,4
78,281977,5
78,82700,1.5
78,514547,5
78,282297,4
79,10494,2
79,84070,2
79,509250,3.5
79,814340,0.5
79,428427,1.5
79,398978,3
79,390059,0.5
80,35691,4
80,322487,3
80,227131,1
80,547090,2.5
80,776305,4
80,360697,1
80,377818,2
80,355506,2.5
80,738967,3.5
80,787752,3
80,648969,5
80,871878,2.5
80,19585,3
80,40026,1.5
80,309208,1.5
80,797313,3.5
80,712,2.5
80,101270,3.5
81,29426,3
81,502425,3.5
81,448764,2.5
81,334069,4
81,140607,3.5
81,7484,4.5
82,18397,2
82,39867,2.5
82,1573,0.5
82,23168,4.5
82,567690,1
83,629702,4.5
83,10664,2
83,793992,2.5
84,4982,0.5
84,167948,2.5
84,1119277,1.5
84,284053,5
84,7342,0.5
84,892199,4.5
84,879650,0.5
84,758893,4.5
84,12113,3.5
84,470390,5
84,590575,0.5
84,127495,3
84,39013,2
84,49852,0.5
85,48833,4
85,617106,4
85,511008,0.5
85,305535,2
85,42941,4.5
85,811634,2.5
85,49047,5
85,465109,2
85,1025840,1.5
85,87421,2
85,1354556,0.5
85,125966,3
85,800497,1
85,760741,0.5
85,600014,1.5
85,7345,1.5
86,14784,3.5
86,635891,4.5
86,860338,3.5
86,65218,1.5
86,549636,4
86,14277,3
86,811769,4.5
86,1072303,2.5
86,457331,3.5
86,744,3.5
86,19908,2
86,73939,3
86,440161,4.5
87,4657,2.5
87,471940,3.5
87,77879,1.5
87,1111912,5
87,256284,4
87,992277,3
87,47760,4
87,166428,2.5
87,1035253,4
87,948,3.5
87,425148,4
87,731536,0.5
87,525235,4.5
87,662541,2
88,616584,2
88,934131,3
88,129533,0.5
88,356929,1
88,281957,0.5
88,774823,1
88,11544,4.5
88,740985,1
88,7985,5
88,39939,3
88,345648,4
88,10428,2.5
88,177888,5
88,32985,1.5
88,55723,2.5
88,761273,3
88,370689,0.5
88,1256240,2
88,257323,3
89,468562,5
89,407887,4.5
89,1050703,1
89,70665,4
89,302946,2.5
89,610253,1
89,1091,3
89,382602,2
89,454294,2.5
89,2486,0.5
89,37821,5
89,483834,1
89,471507,2
89,334543,4
89,567609,4
90,215946,4
90,140870,4.5
90,490321,1
90,653151,3.5
90,709,0.5
90,808703,4.5
90,228165,5
90,57210,0.5
90,790459,2
90,227735,1.5
90,348612,2.5
90,625169,2.5
91,586577,5
91,32022,3
91,408670,4.5
91,584962,3.5
92,433310,5
92,347031,1
92,142108,1.5
92,266037,1.5
92,63493,3.5
92,508632,5
92,1576,3
92,445059,5
92,773998,1
92,437517,3
92,1165005,0.5
92,347123,3
93,290859,5
93,207769,3.5
93,1046120,5
93,508965,1
93,615173,3.5
93,520946,3
93,10665,2.5
93,335984,5
93,57800,3
93,13809,0.5
93,804690,2.5
93,20537,1
93,11801,1.5
93,226979,5
93,280960,3.5
94,373807,3
94,534,5
94,532183,4.5
94,1017619,0.5
94,449443,4
94,718930,5
94,396371,4.5
94,17287,1.5
94,23512,4.5
94,301502,4
94,12890,4.5
94,936643,2.5
94,301728,2
94,809137,5
94,85129,3
94,121824,0.5
94,23764,4
94,550477,2
94,855262,3
94,825808,1
95,339103,3
95,159037,4.5
95,1015602,1.5
95,33107,3.5
95,714099,1
95,18501,0.5
95,596695,1
95,833097,3
95,114750,4.5
95,545634,5
95,641177,4
95,137321,3
95,1036770,2.5
95,296580,3.5
95,10024,1.5
95,479363,3
95,437889,2
95,256445,3.5
96,14161,2.5
96,91078,4
96,501624,0.5
96,451184,0.5
96,661231,2
96,489931,5
96,426563,2.5
96,1036809,1.5
96,468705,2.5
96,717980,1.5
97,940417,4.5
97,24238,4
97,291270,4.5
97,591273,2.5
97,963745,5
97,752307,2.5
97,21597,2.5
97,444455,4
97,303991,3.5
97,209419,3
97,448444,5
97,8696,1.5
98,8457,3.5
98,397003,1.5
98,8141,3.5
98,426546,3
98,1411972,5
98,209112,1.5
98,701306,3
98,322470,3
98,438695,4
98,900114,4.5
99,38568,4
99,41733,2
99,593693,3
99,727922,4.5
99,551804,2
99,460465,4
99,871878,1
99,44613,0.5
99,804690,5
99,503024,3.5
99,657325,3
99,470821,4.5
99,194393,2.5
99,339547,2.5
99,1073716,2.5
99,800158,2
99,47607,5
99,399417,3.5
99,524625,4.5
99,97051,3.5
100,204769,1.5
100,101179,3.5
100,664958,4
100,234843,5
101,874124,1.5
101,89492,5
101,1039632,2.5
101,396395,4.5
101,14118,5
101,50083,4.5
101,501630,0.5
101,460141,1.5
101,1030581,4
101,632322,1
102,680860,1
102,466854,4.5
102,5178,5
102,51052,2.5
102,10877,5
102,438146,0.5
102,420817,3.5
102,17501,3
102,50321,2
102,287050,5
102,408439,4
102,1072487,4.5
102,798286,4.5
102,286532,4
102,354924,3.5
102,407451,2.5
102,1027014,1.5
102,560726,3
102,67,2
102,520763,0.5
103,1034065,3
103,478528,5
103,439007,1
103,9663,0.5
103,442496,1.5
103,39798,2
103,1342153,3
103,63144,2.5
104,399894,5
104,454992,1
104,12901,4
104,565591,5
104,246899,2.5
104,37813,2.5
104,365995,0.5
104,646380,5
104,399360,1.5
104,1251,2
104,582902,4.5
104,3509,0.5
104,2355,5
104,373102,1.5
104,481954,3.5
104,9663,4
104,458478,3
104,113752,2.5
104,42151,3
105,620039,4
105,359784,2.5
105,810877,4.5
105,14024,2
105,13362,1.5
105,517909,2.5
105,159389,5
105,376389,4.5
105,77787,1
105,416280,4.5
106,11324,0.5
106,24053,2
106,432301,4.5
106,1306631,2
106,608654,1.5
106,390734,2.5
106,137566,2.5
107,21736,5
107,37958,4.5
107,50618,3.5
107,253307,3
107,25656,5
107,543583,2
107,287903,2
107,63497,2.5
107,336744,1
107,529203,2
107,552758,2
107,220882,2
107,299245,5
107,468210,3
107,32022,1
107,309413,5
107,59961,3
108,899977,1.5
108,89750,3.5
108,985617,1.5
108,97470,2
108,315439,2
109,9947,3.5
109,423628,1.5
109,785533,3
109,1015602,1
109,30621,1
109,645886,1
109,20829,5
109,558095,3.5
109,70954,2.5
109,3563,3
110,895744,3
110,65760,4
110,728096,5
111,424694,4.5
111,2117,4.5
111,679,4
111,677179,4
111,714418,2.5
111,285,4
111,393624,0.5
111,11365,1.5
111,239347,3
111,348373,0.5
112,874193,3
112,26594,1.5
112,23116,4
112,79218,4.5
113,493001,1.5
113,319017,2
113,625572,2.5
113,1239020,3.5
113,780945,5
113,321066,4
113,843042,0.5
113,618162,2.5
113,1040829,5
114,158848,4.5
114,501630,0.5
114,50510,4.5
114,758323,1
114,26,4.5
114,787407,4.5
114,426580,5
114,8669,0.5
114,630322,3
114,13400,0.5
114,1016411,3.5
114,32985,3
114,230619,1.5
114,697843,2
114,558582,2.5
114,116088,2
114,45963,1.5
114,961034,5
114,354251,5
115,287948,0.5
115,38842,1.5
115,1422,1.5
115,20786,1
115,11546,2.5
115,797874,2.5
115,863747,2
115,667203,2
115,474626,4
115,11036,3.5
115,836676,3.5
116,154,4
116,1013638,1.5
116,252596,0.5
116,26018,3
116,750540,5
116,50591,2
116,626979,5
116,71880,2
116,320007,4
116,560527,1
116,13387,4
116,594188,2.5
116,870110,5
116,60089,1.5
116,436,3.5
116,23827,1.5
117,14337,5
117,533,5
117,84288,1.5
117,23512,3
117,1463550,4
117,71679,3.5
117,534594,4
117,484133,1
117,572025,2.5
117,30231,3.5
117,1127346,0.5
117,1119784,3.5
118,52772,1
118,733324,4
118,306947,2.5
118,263115,3
118,480105,1
118,649609,0.5
118,512916,1
118,779782,2.5
118,40440,1
118,340176,4
119,800497,3.5
119,1091573,2
119,603519,3
119,379388,1
119,1034335,2.5
119,599672,3
119,265712,1
119,1025674,3.5
119,1478423,2
119,324562,2
120,429191,3.5
120,732450,4.5
120,146198,4.5
120,769,1.5
120,871,2.5
120,520023,5
121,725905,2
121,16367,1
121,118301,0.5
121,1007878,1.5
121,663637,4.5
122,35169,4.5
122,413770,3
122,483737,3
122,1593,3
122,508664,2
122,808482,3
123,511008,5
123,274167,4
123,15742,3
123,17345,3.5
123,581864,0.5
123,852557,2
123,466478,4
123,14245,2
124,11648,1.5
124,523519,4
124,202570,1
124,953371,2.5
124,16635,1.5
124,745342,4.5
124,471859,2.5
124,532183,0.5
124,93917,0.5
124,617505,3
124,535308,0.5
124,1034065,4.5
124,63513,2
124,13966,1.5
124,399566,4
124,439079,2.5
124,540842,1.5
124,153153,0.5
124,17473,4
125,39940,1.5
125,600836,1
125,698860,3
125,133805,2
125,458253,5
125,398690,0.5
125,111958,4.5
125,327253,5
125,248670,1
125,63579,2
125,649974,4
125,272693,0.5
125,340402,1
126,1121692,3.5
126,399894,2
126,241239,1.5
126,399055,3
126,565932,5
126,222178,4
126,531306,5
126,893723,2.5
127,885110,4.5
127,458822,3.5
127,216056,4
128,502425,4
128,414906,2.5
128,37060,1.5
128,233423,4
128,27735,4
128,317978,3
128,3573,2
128,747,1.5
128,874144,1.5
128,429043,2
128,523926,4
128,1178076,3.5
128,81,3
128,877812,0.5
128,490725,4.5
128,493101,1
128,421664,4
128,680860,4.5
128,191502,2.5
128,661231,3
129,49051,3.5
129,785539,1.5
129,866660,4
129,760517,3.5
129,377264,4.5
129,228489,3.5
129,373048,5
129,16617,4.5
129,679776,4.5
129,874193,4.5
129,513302,1
129,360080,4
129,13856,1.5
129,403579,3.5
129,2179,0.5
129,12620,2
129,660,4
130,614626,2
130,505058,2
130,549551,2
130,458737,4
130,788335,2
130,413594,1.5
130,86467,5
130,1105522,2
130,838484,2.5
130,337165,0.5
130,18932,3.5
131,559176,1.5
131,111958,3.5
131,509967,3
131,661231,5
131,72197,3
131,593910,1.5
131,260001,5
131,921643,4
132,636959,1.5
132,173484,3
132,19235,3.5
132,997317,4.5
132,355036,5
132,700391,2
132,604605,0.5
132,974621,3.5
132,87825,5
132,809970,1
133,823657,5
133,788610,2.5
133,822300,4.5
133,554917,3
133,41144,3
134,556453,3.5
134,173454,1.5
134,9739,1.5
134,175555,2.5
134,50780,1
134,23336,4.5
134,128962,3.5
134,297725,3.5
134,831849,5
134,547016,2.5
134,691549,1
134,1028186,0.5
135,323528,2.5
135,617653,1.5
135,30778,3.5
135,568344,5
135,134374,2.5
135,445571,5
135,282069,5
135,429200,1.5
135,1460451,0.5
135,38321,4
135,270064,1
136,400579,3.5
136,585244,1.5
136,788335,4.5
136,10315,0.5
136,411267,4.5
136,560192,2
137,585083,2.5
137,516329,1
137,338520,4.5
137,49087,1
137,489176,2.5
137,1027392,3
137,458128,2.5
137,56812,1
137,469035,4
137,396395,1.5
137,681181,4
138,808087,4.5
138,2453,1.5
138,127843,3.5
138,804150,3.5
139,459151,3
139,31683,3.5
139,625450,3.5
139,1138491,1
139,610359,0.5
139,41654,1.5
139,439359,2
140,49852,2.5
140,579047,3.5
140,1027643,4.5
140,974213,3.5
140,532645,1
140,592834,4.5
140,85350,3
140,331781,5
140,2310,1.5
140,72710,0.5
140,96936,5
140,461218,4.5
140,301334,5
141,455476,1
141,1121902,1.5
141,51878,3
141,877145,3
141,364689,4.5
141,62835,0.5
141,43922,3
141,535308,2.5
141,100271,5
142,300096,1
142,284564,1.5
142,10153,1.5
142,257323,1.5
142,472451,1
143,376391,4
143,63578,1
143,520763,2
143,287689,2
143,44603,4.5
143,509904,3.5
143,1637,1
143,310725,1
143,346347,3.5
144,350563,4
144,1067282,1.5
144,1004321,5
144,653579,3
144,325139,2
145,41283,4.5
145,717082,4
145,26888,1
145,881,1.5
145,626393,0.5
145,617505,2
145,86253,1.5
145,6479,5
145,396232,4.5
145,654954,3
145,546487,1
145,132232,1.5
145,1136437,5
145,13942,3
145,72113,0.5
146,22832,2
146,57800,3
146,23520,1
146,821433,3.5
146,76696,4.5
146,579047,2
146,532671,1
146,987496,2
147,505163,2
147,18420,1
147,9030,1
147,440038,1.5
147,180299,4.5
147,603772,4
147,781044,3.5
147,1172757,2.5
148,543084,3
148,55377,1
148,20786,2.5
148,759226,4.5
148,560527,4
148,350555,0.5
149,582014,0.5
149,776523,1
149,726916,2
149,638741,2
149,19082,5
149,687960,5
150,227131,3.5
150,1146617,1.5
150,351044,1
151,348350,4
151,1178217,1
151,810171,4.5
151,45657,3.5
151,1198277,2.5
151,173454,1
151,1028555,4.5
151,660267,4
151,1004685,1
151,982847,1.5
151,254302,4.5
151,996067,5
151,408439,2
151,1008102,0.5
151,178862,4
151,656968,5
151,47649,2
152,87421,3
152,328322,5
152,346364,3
152,338261,1
152,8960,4
152,874244,3.5
152,1013951,1
152,641362,0.5
153,482321,1.5
153,14370,1.5
153,616229,5
153,253414,2.5
153,19995,2
153,591274,3
153,459674,2
153,474227,5
153,502169,4.5
153,459992,1.5
153,437518,4
153,258230,3
153,197276,2
153,940551,2.5
153,492512,4.5
153,14410,1.5
153,800937,3
153,334294,1
153,277216,4.5
154,536141,4
154,16048,1
154,46420,3
154,503257,5
154,1062513,3.5
154,517517,0.5
154,238615,1
154,359108,1
154,258928,1
154,5,1
154,675445,2
154,3563,1.5
154,509250,5
154,57212,0.5
154,425972,1.5
154,609100,4.5
154,291805,1.5
155,531302,2.5
155,259761,1
155,460141,2.5
155,367215,1
155,328220,4.5
155,384796,2.5
155,504608,2
155,80,2
155,226354,3
156,756027,2
156,785398,3.5
156,964379,1
156,42324,1.5
156,405615,0.5
156,728965,1
156,563727,3.5
